ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
9661.0,,146.0,2.0,52.25,1.0,0.0,0.0,0.04,0.0,0.0,Dec,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
,0.0,0.0,0.0,0.0,3.0,,0.0,0.066666667,65.988,0.0,May,2.0,2.0,1.0,11.0,Returning_Visitor,False,
2803.0,8.0,206.0,0.0,0.0,8.0,107.0,0.0,0.02,0.0,0.0,May,1.0,1.0,6.0,1.0,Returning_Visitor,False,False
120.0,0.0,0.0,0.0,0.0,6.0,301.5,0.0,0.111111111,0.0,0.0,Feb,2.0,4.0,9.0,3.0,Returning_Visitor,False,False
12137.0,0.0,0.0,0.0,0.0,14.0,654.875,0.028571429,0.042857143,0.0,0.0,Nov,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
9927.0,3.0,265.75,0.0,0.0,8.0,168.75,0.0,0.03,0.0,0.0,Nov,3.0,2.0,,,New_Visitor,False,False
5860.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,,Nov,2.0,,3.0,13.0,Returning_Visitor,False,False
8814.0,0.0,0.0,0.0,0.0,29.0,873.75,0.0,0.031034483,0.0,0.0,Nov,2.0,2.0,5.0,2.0,Returning_Visitor,True,True
3703.0,0.0,0.0,0.0,0.0,7.0,906.0,0.0,0.016666667,14.98333333,0.4,May,4.0,1.0,2.0,2.0,New_Visitor,False,True
6670.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,June,3.0,2.0,1.0,1.0,Returning_Visitor,True,False
3211.0,0.0,0.0,0.0,0.0,4.0,536.5,0.0,0.05,0.0,0.0,May,2.0,,9.0,2.0,Returning_Visitor,False,False
10230.0,0.0,0.0,0.0,0.0,40.0,1385.666667,0.005,0.0225,0.0,0.0,Nov,,2.0,1.0,1.0,Returning_Visitor,False,False
1007.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.066666667,0.0,0.0,Mar,2.0,4.0,3.0,1.0,Returning_Visitor,True,False
1278.0,11.0,1640.590909,0.0,0.0,16.0,1849.833333,0.0,0.013636364,10.78136364,0.0,Mar,1.0,1.0,2.0,3.0,Returning_Visitor,False,False
3874.0,0.0,0.0,0.0,0.0,7.0,203.6666667,0.0,0.00952381,0.0,0.0,May,1.0,,,2.0,Returning_Visitor,False,False
3069.0,2.0,33.0,0.0,0.0,22.0,460.6666667,,0.025,0.0,0.6,May,3.0,2.0,3.0,1.0,Returning_Visitor,False,False
8073.0,0.0,0.0,0.0,0.0,15.0,372.0833333,0.0,0.04,,0.0,Nov,2.0,2.0,1.0,2.0,New_Visitor,True,False
9549.0,5.0,,,8.5,167.0,5080.233631,0.000238095,0.004785636,64.81173101,0.0,Nov,4.0,2.0,1.0,1.0,Returning_Visitor,True,True
1108.0,0.0,0.0,,0.0,24.0,917.0833333,0.008333333,0.031944444,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,True,False
9858.0,2.0,49.7,1.0,0.0,64.0,1991.822567,0.014830918,0.022398206,,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,True,False
1409.0,0.0,0.0,0.0,0.0,2.0,403.0,0.1,0.15,0.0,0.0,Mar,2.0,10.0,,3.0,Returning_Visitor,False,False
2291.0,2.0,29.33333333,0.0,0.0,98.0,,0.009183673,0.014160401,16.04860714,0.0,May,3.0,2.0,3.0,13.0,Returning_Visitor,False,True
11710.0,3.0,44.5,4.0,376.5,49.0,1222.25,0.005185185,0.021604938,0.0,0.0,Dec,2.0,2.0,2.0,2.0,Returning_Visitor,True,False
5494.0,5.0,66.6,0.0,0.0,13.0,523.6,0.0,0.013333333,0.0,0.0,Oct,2.0,2.0,6.0,3.0,Returning_Visitor,False,
3858.0,4.0,104.5,1.0,54.0,25.0,,0.0,0.024074074,0.0,0.8,May,2.0,6.0,1.0,4.0,,False,False
5801.0,0.0,0.0,0.0,0.0,0.0,,,0.181818182,0.0,0.0,June,2.0,2.0,7.0,6.0,Returning_Visitor,False,False
3899.0,4.0,165.0,0.0,0.0,59.0,3096.375,0.007526882,0.019247312,8.126193548,0.0,May,2.0,2.0,1.0,,Returning_Visitor,False,True
2222.0,,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,May,1.0,1.0,3.0,2.0,Returning_Visitor,True,False
840.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,,0.0,0.0,Mar,1.0,1.0,1.0,10.0,Returning_Visitor,False,False
10456.0,6.0,122.25,1.0,33.5,,2719.654762,0.006557377,0.012080406,0.0,0.0,Dec,1.0,2.0,1.0,2.0,Returning_Visitor,False,False
3529.0,1.0,2.0,0.0,0.0,24.0,958.25,0.025,0.035,24.34016667,0.0,May,,,1.0,6.0,Returning_Visitor,False,
6467.0,2.0,,0.0,0.0,,271.0,0.0,0.014285714,0.0,0.0,Aug,1.0,8.0,,6.0,Returning_Visitor,False,False
1214.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,3.0,1.0,Returning_Visitor,,False
11087.0,0.0,0.0,0.0,0.0,8.0,143.2,0.0,0.029166667,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
5573.0,,136.5,0.0,0.0,25.0,,0.0,0.009615385,39.96971545,,Aug,1.0,1.0,1.0,4.0,,True,False
1622.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,3.0,1.0,3.0,Returning_Visitor,True,False
11883.0,0.0,0.0,0.0,0.0,25.0,644.875,0.0,0.044,0.0,0.0,Nov,2.0,2.0,,2.0,,False,False
1352.0,2.0,,4.0,416.0,21.0,2755.67094,0.004545455,0.027575758,0.0,0.0,Mar,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
9626.0,0.0,0.0,0.0,0.0,17.0,2186.961538,0.01875,0.02422619,0.0,0.0,Dec,1.0,1.0,1.0,,Returning_Visitor,False,False
9231.0,0.0,0.0,0.0,0.0,2.0,35.5,0.0,0.1,0.0,0.0,Dec,2.0,6.0,1.0,11.0,Returning_Visitor,True,False
9395.0,17.0,195.4864719,1.0,60.5,94.0,2267.472565,0.002111614,0.008213489,4.511078764,0.0,Nov,3.0,2.0,3.0,2.0,Returning_Visitor,False,True
4953.0,7.0,170.8333333,1.0,39.0,4.0,45.33333333,0.0,0.011111111,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
7913.0,0.0,0.0,0.0,0.0,4.0,741.4,0.05,0.075,0.0,0.0,Oct,2.0,2.0,7.0,1.0,Returning_Visitor,False,False
6818.0,4.0,264.1333333,1.0,152.2,47.0,906.1166667,0.0,0.002614379,0.0,0.0,Aug,3.0,2.0,3.0,,New_Visitor,True,False
3234.0,2.0,15.0,0.0,0.0,33.0,2081.5,0.0,0.017142857,0.0,0.6,May,2.0,10.0,1.0,3.0,Returning_Visitor,False,
425.0,,74.0,2.0,629.0,149.0,,0.003870968,0.007285123,18.36804916,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,,True
555.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
,0.0,0.0,0.0,0.0,8.0,943.5,0.025,0.045833333,0.0,,,3.0,2.0,3.0,10.0,Returning_Visitor,False,False
488.0,0.0,0.0,0.0,0.0,8.0,481.1666667,0.0,0.025,0.0,0.0,Mar,2.0,2.0,7.0,7.0,Returning_Visitor,False,False
3679.0,,67.0,0.0,0.0,59.0,468.1916667,0.0,0.003278689,0.0,0.2,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
7373.0,3.0,63.0,0.0,0.0,2.0,14.6,0.0,0.016666667,0.0,0.0,Oct,1.0,1.0,1.0,2.0,New_Visitor,,False
6886.0,7.0,132.0,4.0,256.0666667,,3674.803673,0.023134328,0.032705748,5.613708292,0.0,Aug,3.0,2.0,3.0,13.0,Returning_Visitor,False,
5282.0,6.0,210.5,0.0,0.0,26.0,549.55,0.017241379,0.032758621,0.0,0.0,May,3.0,2.0,1.0,11.0,,True,False
4767.0,1.0,2.0,0.0,0.0,27.0,463.8333333,0.040740741,,0.0,0.0,May,3.0,2.0,2.0,4.0,Returning_Visitor,False,False
7511.0,3.0,40.2,0.0,0.0,,41.3,0.0,0.011111111,0.0,0.0,Oct,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
1251.0,0.0,0.0,0.0,0.0,11.0,187.0,0.031818182,0.068181818,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
4095.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.6,May,1.0,1.0,4.0,2.0,Returning_Visitor,False,False
2345.0,0.0,0.0,0.0,0.0,6.0,227.3333333,0.0,0.013333333,0.0,0.0,May,3.0,2.0,3.0,2.0,New_Visitor,True,False
469.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,5.0,1.0,1.0,Returning_Visitor,False,False
4924.0,2.0,47.66666667,0.0,0.0,83.0,3025.283333,0.0,0.006504065,28.94180488,0.2,May,2.0,2.0,7.0,3.0,Returning_Visitor,False,False
11030.0,4.0,47.83333333,0.0,0.0,69.0,2499.990079,0.0,0.007608395,0.0,0.0,Nov,2.0,2.0,8.0,2.0,New_Visitor,False,False
3949.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
2373.0,0.0,0.0,0.0,0.0,19.0,5538.916667,,0.055119048,0.0,0.0,May,2.0,2.0,1.0,13.0,Returning_Visitor,True,False
928.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,,0.0,0.0,Mar,2.0,2.0,7.0,2.0,Returning_Visitor,False,False
10684.0,9.0,227.375,4.0,102.25,48.0,2849.482143,0.0,0.014853801,4.741626063,0.0,Nov,2.0,2.0,4.0,,Returning_Visitor,False,
11191.0,1.0,33.5,0.0,0.0,33.0,880.6333333,0.0,0.034117647,0.0,,Dec,2.0,2.0,4.0,3.0,Returning_Visitor,,False
8669.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Nov,,10.0,2.0,10.0,,False,False
968.0,0.0,0.0,0.0,0.0,25.0,954.4702381,0.0,0.012742857,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,True,False
851.0,0.0,0.0,1.0,26.0,15.0,817.4166667,0.026666667,0.038222222,0.0,0.0,Mar,2.0,,6.0,1.0,Returning_Visitor,False,False
11831.0,9.0,152.875,2.0,54.91666667,85.0,2971.254167,0.002197802,0.013631606,1.022550578,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,False,True
4664.0,8.0,228.5,0.0,0.0,5.0,64.5,0.0,0.028571429,0.0,0.0,May,1.0,2.0,3.0,5.0,New_Visitor,True,
5805.0,,0.0,0.0,0.0,31.0,804.0430818,0.0,0.002090109,0.0,0.0,June,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
11766.0,,0.0,0.0,0.0,42.0,1892.005556,0.02195122,0.040859466,0.0,0.0,Nov,1.0,1.0,1.0,13.0,Returning_Visitor,,True
5995.0,4.0,108.5333333,0.0,0.0,23.0,,0.051851852,0.072469136,31.91414045,0.0,Sep,1.0,1.0,3.0,2.0,Returning_Visitor,False,True
896.0,0.0,0.0,0.0,,12.0,402.1666667,0.041666667,,0.0,0.0,Mar,3.0,2.0,2.0,1.0,Returning_Visitor,False,False
178.0,1.0,0.0,0.0,0.0,21.0,405.7095238,0.010743802,0.047002635,0.0,0.0,Feb,1.0,1.0,1.0,4.0,Returning_Visitor,,False
1158.0,10.0,117.3333333,0.0,0.0,28.0,631.9896825,0.017647059,0.022794118,10.16517157,0.0,Mar,3.0,7.0,1.0,2.0,Returning_Visitor,False,True
6162.0,9.0,501.4833333,0.0,0.0,97.0,,0.011455734,0.02697054,2.209972688,0.0,Aug,1.0,1.0,3.0,4.0,Returning_Visitor,False,False
,1.0,18.1,2.0,72.5,9.0,136.2833333,0.018181818,0.027272727,,0.0,June,2.0,2.0,2.0,2.0,New_Visitor,False,False
1884.0,2.0,21.0,0.0,0.0,34.0,2600.258333,0.011111111,0.037464387,9.938399233,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
6422.0,10.0,131.34,2.0,38.2,102.0,6684.520952,0.002181818,0.017363636,4.215363542,0.0,Sep,2.0,2.0,,1.0,Returning_Visitor,False,False
7677.0,2.0,303.2,0.0,0.0,13.0,,0.0,0.016666667,0.0,0.0,Oct,1.0,1.0,3.0,2.0,Returning_Visitor,True,False
9537.0,3.0,48.0,1.0,58.5,35.0,1698.0,0.005714286,0.005714286,93.52994426,0.0,Nov,4.0,1.0,1.0,2.0,Returning_Visitor,True,True
,,0.0,0.0,0.0,20.0,565.6666667,0.015,0.026666667,,0.0,,2.0,4.0,6.0,1.0,Returning_Visitor,False,False
8162.0,5.0,63.0,0.0,0.0,27.0,458.5,0.0,0.005952381,0.0,0.0,Dec,2.0,2.0,6.0,2.0,New_Visitor,True,False
7837.0,1.0,25.7,0.0,0.0,6.0,143.3,0.0,0.028571429,38.27331194,0.0,Jul,2.0,5.0,1.0,4.0,New_Visitor,False,True
,0.0,0.0,,0.0,31.0,688.1666667,0.0,0.019354839,0.0,0.0,Mar,4.0,1.0,1.0,3.0,Returning_Visitor,False,False
4606.0,,0.0,0.0,0.0,12.0,697.1666667,0.0,0.016666667,0.0,0.6,May,2.0,4.0,2.0,6.0,Returning_Visitor,False,False
1054.0,0.0,0.0,0.0,0.0,9.0,159.0,0.0,0.022222222,,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,,False
10608.0,0.0,0.0,0.0,0.0,3.0,159.5,0.0,0.066666667,0.0,0.0,Nov,2.0,4.0,1.0,3.0,Returning_Visitor,False,False
3681.0,12.0,251.8666667,0.0,0.0,60.0,1993.915257,0.005970149,0.011984127,13.09154641,,May,2.0,2.0,2.0,,Returning_Visitor,False,False
10885.0,4.0,92.0,0.0,0.0,21.0,755.0,0.0,0.004347826,0.0,0.0,Nov,3.0,2.0,1.0,2.0,New_Visitor,False,False
11083.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,6.0,2.0,9.0,2.0,Returning_Visitor,False,False
3890.0,4.0,316.8333333,1.0,13.0,73.0,3085.007143,0.008333333,0.02475118,2.323162162,0.2,May,,2.0,1.0,13.0,Returning_Visitor,False,False
11109.0,8.0,305.6666667,1.0,0.0,,796.25,0.005555556,0.011574074,0.0,0.0,Dec,1.0,1.0,3.0,10.0,Returning_Visitor,False,False
1262.0,0.0,0.0,0.0,0.0,17.0,557.1666667,0.023529412,0.049509804,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,False,False
5500.0,1.0,57.4,0.0,0.0,6.0,303.1,0.028571429,0.014285714,0.0,0.0,June,1.0,2.0,3.0,2.0,Returning_Visitor,False,False
674.0,0.0,0.0,0.0,0.0,19.0,491.6666667,0.011111111,0.012222222,0.0,0.0,,1.0,1.0,1.0,6.0,Returning_Visitor,True,False
8317.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3.0,2.0,3.0,,Returning_Visitor,,False
3170.0,16.0,235.25,1.0,46.66666667,74.0,3206.193407,0.004819277,0.019399025,10.67331708,0.6,May,2.0,2.0,3.0,,,False,False
4675.0,11.0,82.23484848,0.0,0.0,440.0,9951.869139,0.00185022,0.01009842,1.558381388,1.0,May,2.0,2.0,1.0,20.0,Returning_Visitor,True,False
7933.0,3.0,67.4,0.0,0.0,34.0,544.6833333,0.0,0.01754386,0.0,0.0,Sep,1.0,1.0,2.0,2.0,Returning_Visitor,False,False
7529.0,3.0,70.4,0.0,0.0,9.0,144.0666667,0.0,0.0,0.0,0.0,Oct,1.0,1.0,1.0,3.0,New_Visitor,False,False
,,,5.0,1037.15,501.0,21672.24425,0.003964723,0.014292461,9.131386805,0.0,Nov,2.0,2.0,1.0,,Returning_Visitor,False,True
4101.0,1.0,6.0,0.0,0.0,53.0,2241.5,0.003846154,0.026923077,0.0,0.4,May,2.0,4.0,9.0,20.0,Returning_Visitor,False,False
11889.0,6.0,337.0,4.0,693.0,261.0,14150.54613,,0.026011023,0.951933747,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,False,True
10312.0,0.0,0.0,0.0,0.0,56.0,2354.958333,0.0,0.018571429,0.0,0.0,Nov,2.0,2.0,3.0,2.0,New_Visitor,True,
7681.0,,76.6,0.0,0.0,28.0,488.91,0.014814815,0.022222222,45.19820194,0.0,June,1.0,2.0,1.0,1.0,Returning_Visitor,True,True
462.0,0.0,0.0,0.0,0.0,15.0,638.6428571,0.003571429,0.053571429,0.0,0.0,Mar,3.0,2.0,1.0,,Returning_Visitor,False,False
11915.0,2.0,98.0,0.0,0.0,81.0,2628.0,0.002469136,,0.602232815,0.0,Dec,2.0,,1.0,2.0,Returning_Visitor,False,True
4875.0,7.0,,0.0,,52.0,1089.642857,0.003508772,0.010233918,20.11792982,0.0,May,2.0,5.0,6.0,5.0,Returning_Visitor,True,True
1140.0,5.0,,0.0,0.0,8.0,326.0,0.0,0.022222222,0.0,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,False,
2454.0,0.0,0.0,0.0,0.0,19.0,1065.9,0.016666667,0.04021164,0.0,1.0,May,1.0,1.0,1.0,,Returning_Visitor,True,False
9813.0,0.0,0.0,0.0,0.0,9.0,269.7,0.0,0.033333333,0.0,0.0,Dec,3.0,2.0,3.0,10.0,New_Visitor,False,False
4719.0,0.0,0.0,0.0,0.0,20.0,248.4166667,0.010526316,,0.0,0.8,May,2.0,2.0,2.0,13.0,Returning_Visitor,False,False
4707.0,0.0,0.0,0.0,0.0,22.0,428.45,0.004545455,0.012878788,20.88818182,1.0,May,3.0,,1.0,2.0,Returning_Visitor,True,True
5839.0,4.0,71.33333333,0.0,0.0,21.0,295.3333333,0.016666667,,0.0,0.0,Jul,2.0,10.0,3.0,,Returning_Visitor,,True
15.0,0.0,0.0,0.0,0.0,2.0,68.0,0.0,0.1,0.0,0.0,Feb,3.0,,3.0,3.0,Returning_Visitor,False,False
7963.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.05,0.0,0.0,Jul,2.0,2.0,9.0,1.0,Returning_Visitor,False,False
3220.0,3.0,509.6666667,0.0,0.0,19.0,976.3382353,0.0,0.010454545,23.62159091,0.0,,1.0,1.0,1.0,2.0,Returning_Visitor,True,True
4044.0,1.0,4.0,0.0,0.0,24.0,957.9,,0.032638889,22.74458333,0.4,May,3.0,,6.0,13.0,Returning_Visitor,False,True
10550.0,3.0,29.0,0.0,0.0,,,,0.04,0.0,0.0,Dec,2.0,2.0,3.0,2.0,New_Visitor,False,False
1714.0,0.0,0.0,0.0,0.0,5.0,180.3333333,0.02,0.02,0.0,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,True,False
1499.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2.0,2.0,7.0,1.0,Returning_Visitor,True,False
10083.0,2.0,9.0,1.0,0.0,106.0,6617.791228,0.009047619,0.026412307,1.777492546,0.0,Nov,3.0,2.0,1.0,1.0,Returning_Visitor,True,True
1237.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,2.0,3.0,2.0,Returning_Visitor,False,False
10895.0,5.0,58.83333333,0.0,0.0,128.0,6483.0804,0.003307888,0.012517824,3.83397413,0.0,Nov,2.0,2.0,,1.0,Returning_Visitor,True,False
5332.0,0.0,0.0,0.0,,3.0,,,0.066666667,0.0,0.0,May,2.0,5.0,1.0,3.0,,False,False
11263.0,2.0,58.5,0.0,0.0,28.0,968.6666667,,0.024712644,14.02863873,0.0,Nov,2.0,5.0,1.0,3.0,Returning_Visitor,False,True
11647.0,3.0,13.33333333,4.0,68.5,72.0,1602.35,0.002747253,0.038988095,0.0,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,False,
7196.0,3.0,118.55,0.0,0.0,34.0,1948.088333,0.027027027,0.041643072,0.0,0.0,June,3.0,2.0,1.0,,Returning_Visitor,True,
3669.0,,0.0,1.0,39.0,14.0,443.2083333,0.012,,0.0,0.0,May,2.0,2.0,1.0,6.0,,False,False
12284.0,0.0,0.0,0.0,0.0,37.0,854.55,0.005405405,0.023166023,0.0,0.0,Dec,,2.0,6.0,3.0,Returning_Visitor,False,False
8441.0,0.0,0.0,0.0,0.0,9.0,273.25,0.066666667,0.077777778,0.0,0.0,Dec,3.0,3.0,,1.0,Returning_Visitor,True,False
4915.0,0.0,0.0,0.0,0.0,38.0,1633.833333,0.0,0.007894737,0.0,0.0,,2.0,2.0,1.0,1.0,Returning_Visitor,True,False
6862.0,4.0,110.5666667,0.0,0.0,28.0,1203.72,0.00625,,0.0,0.0,Nov,2.0,,5.0,2.0,New_Visitor,True,False
12330.0,0.0,0.0,0.0,0.0,3.0,21.25,0.0,0.066666667,0.0,0.0,Nov,3.0,2.0,1.0,2.0,New_Visitor,True,False
9784.0,1.0,20.0,1.0,115.0,50.0,1404.459091,0.013,0.044,0.0,0.0,Dec,2.0,2.0,2.0,2.0,Returning_Visitor,True,False
6651.0,1.0,20.2,0.0,0.0,77.0,3107.173333,0.002597403,0.017041847,18.74860165,0.0,Sep,2.0,2.0,7.0,1.0,,False,True
11462.0,0.0,0.0,0.0,0.0,9.0,89.0,0.0,0.055555556,,0.0,Nov,2.0,2.0,9.0,1.0,Returning_Visitor,True,False
7181.0,,0.0,0.0,0.0,9.0,153.2,0.02,0.06,27.8892456,0.0,Aug,2.0,2.0,7.0,13.0,Returning_Visitor,False,True
4343.0,0.0,0.0,0.0,0.0,2.0,46.0,0.0,0.1,0.0,0.0,May,,4.0,3.0,4.0,Returning_Visitor,False,False
8721.0,0.0,0.0,0.0,0.0,19.0,273.7083333,0.021052632,0.035087719,0.0,0.0,Nov,3.0,2.0,4.0,11.0,Returning_Visitor,True,True
3248.0,0.0,0.0,0.0,0.0,23.0,255.6388889,,0.005454545,0.0,0.0,May,3.0,2.0,4.0,2.0,Returning_Visitor,False,False
2537.0,0.0,0.0,0.0,0.0,7.0,40.0,0.142857143,0.157142857,0.0,0.6,May,3.0,2.0,3.0,,Returning_Visitor,False,False
,,0.0,0.0,0.0,69.0,3621.066667,,0.02032147,0.0,0.0,Nov,2.0,1.0,1.0,2.0,Returning_Visitor,False,True
5830.0,11.0,196.15,0.0,0.0,141.0,2623.580864,0.0,0.004244028,12.50786523,0.0,,2.0,2.0,6.0,,Returning_Visitor,False,False
,2.0,4.0,0.0,0.0,10.0,284.0,0.0,0.016666667,,0.0,Mar,2.0,5.0,1.0,,New_Visitor,False,True
6836.0,1.0,23.2,0.0,0.0,23.0,290.0,0.0,,0.0,0.0,Jul,2.0,2.0,8.0,3.0,Returning_Visitor,False,False
5413.0,0.0,0.0,0.0,0.0,8.0,,0.025,0.05,0.0,0.4,May,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
215.0,,2.0,3.0,261.0,10.0,281.0,0.0,0.042857143,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
3316.0,3.0,249.0,0.0,0.0,8.0,1046.5,0.04,0.04,0.0,0.0,May,1.0,1.0,6.0,4.0,,True,False
,,103.0,0.0,0.0,20.0,1140.666667,0.0,0.005,19.18108767,0.0,Dec,3.0,2.0,3.0,2.0,New_Visitor,False,True
2944.0,0.0,0.0,0.0,0.0,6.0,66.5,0.011111111,0.111111111,0.0,0.4,May,2.0,2.0,5.0,4.0,Returning_Visitor,False,
11210.0,0.0,,0.0,0.0,6.0,172.2083333,0.033333333,0.044444444,0.0,0.0,Dec,3.0,2.0,,2.0,New_Visitor,False,True
11048.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
4979.0,0.0,0.0,0.0,0.0,3.0,17.0,0.1,0.166666667,0.0,0.6,May,1.0,,3.0,6.0,Returning_Visitor,False,False
6663.0,0.0,0.0,0.0,0.0,40.0,589.5,0.018333333,0.034416667,0.0,0.0,Aug,3.0,2.0,1.0,1.0,Returning_Visitor,True,False
4016.0,,0.0,0.0,0.0,3.0,18.0,0.0,0.066666667,0.0,0.2,May,2.0,2.0,2.0,5.0,Returning_Visitor,,False
7277.0,0.0,,0.0,0.0,1.0,,0.2,0.2,0.0,0.0,Jul,3.0,2.0,4.0,1.0,Returning_Visitor,True,False
5382.0,7.0,52.4,3.0,202.5,55.0,1995.466667,0.003333333,0.025396825,1.8315,0.0,May,2.0,2.0,6.0,13.0,Returning_Visitor,False,False
2058.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,,Mar,,4.0,1.0,1.0,Returning_Visitor,False,False
5228.0,0.0,0.0,0.0,0.0,7.0,277.0,0.0,0.042857143,0.0,0.2,May,2.0,2.0,3.0,4.0,,False,False
10616.0,0.0,0.0,0.0,,3.0,71.16666667,0.066666667,0.083333333,,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,False,True
12108.0,0.0,0.0,0.0,,23.0,966.3583333,0.0,0.004081633,0.0,0.0,Nov,3.0,2.0,7.0,2.0,Returning_Visitor,False,False
5373.0,0.0,0.0,0.0,0.0,1.0,,0.2,0.2,0.0,0.2,May,3.0,2.0,6.0,3.0,Returning_Visitor,False,False
5973.0,6.0,188.5,0.0,0.0,25.0,590.6,0.0,0.003703704,0.0,0.0,Aug,2.0,2.0,1.0,2.0,New_Visitor,True,False
5854.0,2.0,61.5,0.0,0.0,15.0,1950.386667,0.0,0.007291667,0.0,0.0,Nov,2.0,10.0,2.0,4.0,Returning_Visitor,True,False
3456.0,0.0,0.0,0.0,0.0,,2058.534091,0.021348315,,0.0,1.0,May,2.0,2.0,3.0,13.0,Returning_Visitor,True,False
1324.0,4.0,52.0,1.0,,46.0,3087.0,0.003773585,0.021383648,16.94643793,0.0,Mar,2.0,2.0,3.0,8.0,Returning_Visitor,False,True
6497.0,0.0,,0.0,0.0,3.0,132.4,0.0,0.033333333,0.0,0.0,June,3.0,2.0,1.0,1.0,Returning_Visitor,False,False
10445.0,0.0,0.0,0.0,0.0,7.0,244.25,0.0,0.028571429,0.0,0.0,Dec,2.0,2.0,1.0,,Returning_Visitor,False,False
6212.0,0.0,0.0,0.0,0.0,27.0,458.2560317,0.007407407,0.022222222,38.12368584,0.0,June,1.0,1.0,2.0,2.0,,False,True
4949.0,0.0,0.0,0.0,0.0,39.0,2827.428571,,0.015789474,11.33463158,0.0,May,2.0,2.0,2.0,4.0,Returning_Visitor,False,False
648.0,0.0,0.0,0.0,0.0,45.0,1594.283333,0.0,0.015227273,45.4316713,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,True,True
4717.0,4.0,75.0,0.0,0.0,16.0,252.0,0.0,0.004444444,0.0,0.0,May,2.0,2.0,4.0,4.0,New_Visitor,True,False
737.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.066666667,0.0,0.0,Mar,4.0,1.0,3.0,3.0,Returning_Visitor,False,False
2914.0,0.0,0.0,0.0,0.0,36.0,808.0833333,0.0,0.007619048,53.10142857,0.0,May,2.0,2.0,6.0,4.0,Returning_Visitor,False,True
3577.0,0.0,0.0,0.0,0.0,17.0,391.8666667,0.0,0.029411765,0.0,1.0,,2.0,2.0,1.0,1.0,Returning_Visitor,True,False
